6.499500000000000000e+04,8.760000000000000000e+02,2.739018752159250170e+01,6.504600000000000000e+04,8.770000000000000000e+02,2.769906598531507669e+01,6.502100000000000000e+04,8.760000000000000000e+02,2.764495675361554916e+01,6.504400000000000000e+04,8.770000000000000000e+02,2.762654772447761076e+01,6.500700000000000000e+04,8.760000000000000000e+02,2.749879518964173997e+01,6.503500000000000000e+04,8.770000000000000000e+02,2.774868390500810023e+01,6.500800000000000000e+04,8.760000000000000000e+02,2.734089491724542498e+01,6.502800000000000000e+04,8.760000000000000000e+02,2.777186963870780545e+01,6.501800000000000000e+04,8.760000000000000000e+02,2.756204633589754494e+01,6.553500000000000000e+04,6.530100000000000000e+04,3.076649746615323266e+01,3.062500000000000000e+01
6.474800000000000000e+04,8.720000000000000000e+02,2.260460100494075419e+01,6.485700000000000000e+04,8.740000000000000000e+02,2.402677953137770572e+01,6.479800000000000000e+04,8.730000000000000000e+02,2.332007401194021057e+01,6.483300000000000000e+04,8.730000000000000000e+02,2.352660871208190940e+01,6.477300000000000000e+04,8.720000000000000000e+02,2.296333155683671734e+01,6.477800000000000000e+04,8.720000000000000000e+02,2.275776514182912891e+01,6.477600000000000000e+04,8.720000000000000000e+02,2.283977383864412758e+01,6.479400000000000000e+04,8.720000000000000000e+02,2.323216757951320588e+01,6.478900000000000000e+04,8.720000000000000000e+02,2.311927950080304939e+01,6.553100000000000000e+04,6.530300000000000000e+04,2.864054972074187333e+01,3.062500000000000000e+01
6.489200000000000000e+04,8.740000000000000000e+02,2.482949336431220644e+01,6.490000000000000000e+04,8.740000000000000000e+02,2.491272958920107072e+01,6.486200000000000000e+04,8.740000000000000000e+02,2.463789390400941670e+01,6.489700000000000000e+04,8.740000000000000000e+02,2.483147001297643897e+01,6.490100000000000000e+04,8.740000000000000000e+02,2.487860668843791245e+01,6.488500000000000000e+04,8.740000000000000000e+02,2.493094731562689148e+01,6.486100000000000000e+04,8.740000000000000000e+02,2.457217423327880113e+01,6.486100000000000000e+04,8.740000000000000000e+02,2.460233888272154346e+01,6.487800000000000000e+04,8.740000000000000000e+02,2.492693661563821195e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.865002089453313872e+01,3.062500000000000000e+01
6.483600000000000000e+04,8.730000000000000000e+02,2.375097214342343932e+01,6.484500000000000000e+04,8.730000000000000000e+02,2.384803992853643351e+01,6.481400000000000000e+04,8.730000000000000000e+02,2.371664013350394384e+01,6.483900000000000000e+04,8.730000000000000000e+02,2.370805079304735941e+01,6.484800000000000000e+04,8.730000000000000000e+02,2.385653230645818823e+01,6.483000000000000000e+04,8.730000000000000000e+02,2.387714950401178271e+01,6.480600000000000000e+04,8.730000000000000000e+02,2.350897527826122513e+01,6.480800000000000000e+04,8.730000000000000000e+02,2.357795407094284101e+01,6.481300000000000000e+04,8.730000000000000000e+02,2.366937931910095116e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.776456097854140026e+01,3.062500000000000000e+01
6.479700000000000000e+04,8.730000000000000000e+02,2.299971612342217853e+01,6.479700000000000000e+04,8.730000000000000000e+02,2.291095834623935801e+01,6.474300000000000000e+04,8.720000000000000000e+02,2.233721433971627945e+01,6.478200000000000000e+04,8.720000000000000000e+02,2.259930447408412491e+01,6.479200000000000000e+04,8.720000000000000000e+02,2.276892368203462880e+01,6.477000000000000000e+04,8.720000000000000000e+02,2.271554761961429847e+01,6.473900000000000000e+04,8.720000000000000000e+02,2.220898883258790590e+01,6.474900000000000000e+04,8.720000000000000000e+02,2.243452986303801922e+01,6.475700000000000000e+04,8.720000000000000000e+02,2.258603829410047226e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.755373673964003345e+01,3.062500000000000000e+01
6.476200000000000000e+04,8.720000000000000000e+02,2.232713878630441329e+01,6.477400000000000000e+04,8.720000000000000000e+02,2.247370606558073192e+01,6.473400000000000000e+04,8.710000000000000000e+02,2.217693909016862008e+01,6.475800000000000000e+04,8.720000000000000000e+02,2.214175537298507024e+01,6.476800000000000000e+04,8.720000000000000000e+02,2.231142988803438953e+01,6.475400000000000000e+04,8.720000000000000000e+02,2.242311556803486994e+01,6.471400000000000000e+04,8.710000000000000000e+02,2.173440668298815126e+01,6.471900000000000000e+04,8.710000000000000000e+02,2.186111210718604525e+01,6.473800000000000000e+04,8.720000000000000000e+02,2.223018903837963478e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.757360244745520106e+01,3.062500000000000000e+01
6.478200000000000000e+04,8.720000000000000000e+02,2.273920979243823837e+01,6.478100000000000000e+04,8.720000000000000000e+02,2.262845860850581303e+01,6.475100000000000000e+04,8.720000000000000000e+02,2.253078848950332613e+01,6.478400000000000000e+04,8.720000000000000000e+02,2.266723198570147346e+01,6.478500000000000000e+04,8.720000000000000000e+02,2.266806345436726744e+01,6.476800000000000000e+04,8.720000000000000000e+02,2.272445157494302848e+01,6.474500000000000000e+04,8.720000000000000000e+02,2.236130853875754809e+01,6.474800000000000000e+04,8.720000000000000000e+02,2.245118166588267172e+01,6.474700000000000000e+04,8.720000000000000000e+02,2.242970229571943719e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.759346815527037222e+01,3.062500000000000000e+01
6.471300000000000000e+04,8.710000000000000000e+02,2.139226583487266353e+01,6.473400000000000000e+04,8.710000000000000000e+02,2.170600917037737432e+01,6.470000000000000000e+04,8.710000000000000000e+02,2.153627490344639028e+01,6.471900000000000000e+04,8.710000000000000000e+02,2.139754977916689072e+01,6.473300000000000000e+04,8.710000000000000000e+02,2.165182281259570729e+01,6.471600000000000000e+04,8.710000000000000000e+02,2.171008195127256357e+01,6.466700000000000000e+04,8.700000000000000000e+02,2.083882110480946537e+01,6.468300000000000000e+04,8.710000000000000000e+02,2.118165199065454374e+01,6.470100000000000000e+04,8.710000000000000000e+02,2.153038496268891677e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.759346815527037222e+01,3.087500000000000000e+01
6.468800000000000000e+04,8.710000000000000000e+02,2.090237623923238885e+01,6.470600000000000000e+04,8.710000000000000000e+02,2.115337104415760194e+01,6.465200000000000000e+04,8.700000000000000000e+02,2.059600313117104520e+01,6.469000000000000000e+04,8.710000000000000000e+02,2.082775836122212709e+01,6.470500000000000000e+04,8.710000000000000000e+02,2.110354907844508432e+01,6.468200000000000000e+04,8.710000000000000000e+02,2.104914512593289544e+01,6.463800000000000000e+04,8.700000000000000000e+02,2.027289040292428268e+01,6.464900000000000000e+04,8.700000000000000000e+02,2.051736460252485017e+01,6.465500000000000000e+04,8.700000000000000000e+02,2.063304968178227483e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.757360244745520106e+01,3.137500000000000000e+01
6.467800000000000000e+04,8.710000000000000000e+02,2.071860735572454004e+01,6.468900000000000000e+04,8.710000000000000000e+02,2.083008639375600168e+01,6.465300000000000000e+04,8.700000000000000000e+02,2.062622236837843204e+01,6.468200000000000000e+04,8.710000000000000000e+02,2.068103215525678706e+01,6.469200000000000000e+04,8.710000000000000000e+02,2.085726757009107502e+01,6.466700000000000000e+04,8.700000000000000000e+02,2.076804530474708699e+01,6.462700000000000000e+04,8.700000000000000000e+02,2.006942332059128375e+01,6.463600000000000000e+04,8.700000000000000000e+02,2.027271185305046330e+01,6.464900000000000000e+04,8.700000000000000000e+02,2.052649792289194153e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.759346815527037222e+01,3.181200000000000117e+01
