6.487100000000000000e+04,8.740000000000000000e+02,2.424725946197547088e+01,6.488200000000000000e+04,8.740000000000000000e+02,2.431516015619677518e+01,6.488700000000000000e+04,8.740000000000000000e+02,2.441403009911476474e+01,6.490300000000000000e+04,8.740000000000000000e+02,2.447758824138807654e+01,6.488000000000000000e+04,8.740000000000000000e+02,2.442739668763069361e+01,6.488900000000000000e+04,8.740000000000000000e+02,2.443708193497597136e+01,6.490500000000000000e+04,8.740000000000000000e+02,2.453088167525879015e+01,6.487500000000000000e+04,8.740000000000000000e+02,2.431726004435928346e+01,6.491100000000000000e+04,8.740000000000000000e+02,2.459460887082786229e+01,6.553500000000000000e+04,6.530100000000000000e+04,2.763319957090071100e+01
6.513800000000000000e+04,8.780000000000000000e+02,2.943437505056021308e+01,6.515400000000000000e+04,8.790000000000000000e+02,2.960654420561451872e+01,6.515100000000000000e+04,8.790000000000000000e+02,2.955313310093943358e+01,6.515700000000000000e+04,8.790000000000000000e+02,2.942263132071244769e+01,6.513700000000000000e+04,8.780000000000000000e+02,2.941976914446945557e+01,6.515000000000000000e+04,8.790000000000000000e+02,2.950908059576699927e+01,6.516200000000000000e+04,8.790000000000000000e+02,2.953411232691566823e+01,6.513700000000000000e+04,8.780000000000000000e+02,2.940045767055409343e+01,6.516400000000000000e+04,8.790000000000000000e+02,2.951792912074960284e+01,6.553500000000000000e+04,6.530100000000000000e+04,3.280943164184676419e+01
1.440000000000000000e+02,6.530300000000000000e+04,3.996973853509476271e+01,1.410000000000000000e+02,6.530300000000000000e+04,3.977634688765517978e+01,1.500000000000000000e+02,6.530300000000000000e+04,3.996116774842281671e+01,1.280000000000000000e+02,6.530300000000000000e+04,3.928808957216651265e+01,1.420000000000000000e+02,6.530300000000000000e+04,3.993585841778688206e+01,1.390000000000000000e+02,6.530300000000000000e+04,3.972192345730357488e+01,1.330000000000000000e+02,6.530300000000000000e+04,3.940405348967775012e+01,1.470000000000000000e+02,6.530300000000000000e+04,4.002328035162885556e+01,1.420000000000000000e+02,6.530300000000000000e+04,3.953078398662998438e+01,6.553500000000000000e+04,6.531000000000000000e+04,4.791167782904079075e+01
2.310000000000000000e+02,6.530400000000000000e+04,4.166060891096342544e+01,2.280000000000000000e+02,6.530400000000000000e+04,4.146692594455013392e+01,2.310000000000000000e+02,6.530400000000000000e+04,4.153342703071047026e+01,2.130000000000000000e+02,6.530400000000000000e+04,4.094261858091319795e+01,2.340000000000000000e+02,6.530500000000000000e+04,4.172767192303260941e+01,2.340000000000000000e+02,6.530500000000000000e+04,4.157266370858420856e+01,2.210000000000000000e+02,6.530400000000000000e+04,4.111979315874033603e+01,2.300000000000000000e+02,6.530400000000000000e+04,4.163159720648070561e+01,2.350000000000000000e+02,6.530500000000000000e+04,4.134183073536252095e+01,6.553500000000000000e+04,6.530600000000000000e+04,4.353470794076525863e+01
2.090000000000000000e+02,6.530400000000000000e+04,4.123102922765337297e+01,1.970000000000000000e+02,6.530400000000000000e+04,4.086131400655301604e+01,2.080000000000000000e+02,6.530400000000000000e+04,4.108499715987194634e+01,1.970000000000000000e+02,6.530400000000000000e+04,4.063374620180879049e+01,2.150000000000000000e+02,6.530400000000000000e+04,4.135686959835152265e+01,2.020000000000000000e+02,6.530400000000000000e+04,4.094696100384725668e+01,1.980000000000000000e+02,6.530400000000000000e+04,4.067135678124134301e+01,2.160000000000000000e+02,6.530400000000000000e+04,4.136245591022429835e+01,2.000000000000000000e+02,6.530400000000000000e+04,4.065542633323965305e+01,6.553500000000000000e+04,6.530500000000000000e+04,4.295306896280250442e+01
6.960000000000000000e+02,6.531200000000000000e+04,5.070725500519157691e+01,6.830000000000000000e+02,6.531200000000000000e+04,5.032116087191202070e+01,6.910000000000000000e+02,6.531200000000000000e+04,5.048573193973909667e+01,6.700000000000000000e+02,6.531200000000000000e+04,4.984676949259511503e+01,7.000000000000000000e+02,6.531200000000000000e+04,5.079109887897794806e+01,7.000000000000000000e+02,6.531200000000000000e+04,5.064748752352488026e+01,6.740000000000000000e+02,6.531200000000000000e+04,4.994413731123959366e+01,7.040000000000000000e+02,6.531300000000000000e+04,5.086124525042831834e+01,6.780000000000000000e+02,6.531200000000000000e+04,4.997058381827901030e+01,6.553500000000000000e+04,6.531500000000000000e+04,5.409412495542705557e+01
1.287000000000000000e+03,6.532300000000000000e+04,6.221950620549814204e+01,1.265000000000000000e+03,6.532200000000000000e+04,6.166031158101160514e+01,1.286000000000000000e+03,6.532300000000000000e+04,6.207811448081486816e+01,1.229000000000000000e+03,6.532200000000000000e+04,6.074805440042711524e+01,1.294000000000000000e+03,6.532300000000000000e+04,6.236197802400437240e+01,1.278000000000000000e+03,6.532200000000000000e+04,6.191334582926634766e+01,1.259000000000000000e+03,6.532200000000000000e+04,6.135676049271045684e+01,1.300000000000000000e+03,6.532300000000000000e+04,6.247251702573431231e+01,1.251000000000000000e+03,6.532200000000000000e+04,6.114573000037624695e+01,6.553500000000000000e+04,6.532600000000000000e+04,6.623282580060265445e+01
1.867000000000000000e+03,6.533200000000000000e+04,7.352263960781223773e+01,1.844000000000000000e+03,6.533200000000000000e+04,7.295282354687086013e+01,1.864000000000000000e+03,6.533200000000000000e+04,7.334862897783871460e+01,1.799000000000000000e+03,6.533100000000000000e+04,7.187100479943401865e+01,1.876000000000000000e+03,6.533300000000000000e+04,7.370648853034150250e+01,1.864000000000000000e+03,6.533200000000000000e+04,7.333964784367292111e+01,1.818000000000000000e+03,6.533200000000000000e+04,7.226498683389645805e+01,1.888000000000000000e+03,6.533300000000000000e+04,7.393645824648805842e+01,1.815000000000000000e+03,6.533200000000000000e+04,7.215146568414995443e+01,6.553500000000000000e+04,6.533700000000000000e+04,7.849602294597336538e+01
1.806000000000000000e+03,6.533100000000000000e+04,7.233073336164628131e+01,1.800000000000000000e+03,6.533100000000000000e+04,7.209446431678685485e+01,1.815000000000000000e+03,6.533200000000000000e+04,7.239354436440537199e+01,1.748000000000000000e+03,6.533000000000000000e+04,7.087226599873108057e+01,1.835000000000000000e+03,6.533200000000000000e+04,7.290792699711958846e+01,1.805000000000000000e+03,6.533100000000000000e+04,7.218857448678701871e+01,1.775000000000000000e+03,6.533100000000000000e+04,7.142532068849503446e+01,1.840000000000000000e+03,6.533200000000000000e+04,7.299822187462224576e+01,1.788000000000000000e+03,6.533100000000000000e+04,7.162766176140073071e+01,6.553500000000000000e+04,6.533600000000000000e+04,7.741983232797407766e+01
1.809000000000000000e+03,6.533100000000000000e+04,7.238924264050143620e+01,1.798000000000000000e+03,6.533100000000000000e+04,7.205544932075086706e+01,1.817000000000000000e+03,6.533200000000000000e+04,7.243256917635507364e+01,1.745000000000000000e+03,6.533000000000000000e+04,7.081370016555469249e+01,1.828000000000000000e+03,6.533200000000000000e+04,7.277140699117747147e+01,1.809000000000000000e+03,6.533100000000000000e+04,7.226663397800254529e+01,1.774000000000000000e+03,6.533100000000000000e+04,7.140579415167086097e+01,1.837000000000000000e+03,6.533200000000000000e+04,7.293969538109601558e+01,1.786000000000000000e+03,6.533100000000000000e+04,7.158861086218919922e+01,6.553500000000000000e+04,6.533600000000000000e+04,7.735209605974738167e+01
